sbsconfig,runnum,target,sbsmagcurr(A),bbmagcurr(A),ebeam_mean(GeV),ebeam_std(GeV),charge(C),DAQltime
11,13039,LD2,2100,750,9.88905957626573,0.000506872229292,0.0497984,0
11,13040,LD2,2100,750,9.88895821289244,0.000412654026323,0.0528696,0
11,13044,LD2,2100,750,9.88886305487319,0.000160744742007,0.0436298,0
11,13045,LD2,2100,750,9.88903297595111,0.000247968390245,0.041113,0
11,13048,LD2,2100,750,9.88919792583333,0.000178920401088,0.00102802,0
11,13049,LD2,2100,750,9.88887469380481,0.000290284422766,0.0423277,0
11,13050,LD2,2100,750,9.88884052543795,0.000242764587287,0.0416158,0
11,13051,LD2,2100,750,9.88889651961471,0.000263770574616,0.0404009,0
11,13052,LD2,2100,750,9.88892839920696,0.000243845973122,0.0309938,0
11,13053,LD2,2100,750,9.88891993047619,0.00020337021628,0.0207277,0
11,13054,LD2,2100,750,9.88889774545455,0.000233528033626,0.0410317,0
11,13055,LD2,2100,750,9.88890699938272,0.000175069760803,0.0306249,0
11,13058,LD2,2100,750,9.88882397803419,0.000241772959891,0.0436778,0
11,13059,LD2,2100,750,9.88882560474672,0.00026131445959,0.0369446,0
11,13060,LD2,2100,750,9.88877574644214,0.000220684145396,0.0441717,0
11,13061,LD2,2100,750,9.88884210470978,0.000230101725572,0.0446735,0
11,13062,LD2,2100,750,9.88897025454819,0.000217241822441,0.0462391,0
11,13063,LD2,2100,750,9.88895647550787,0.000229555367128,0.0486673,0
14,13305,LD2,1470,750,5.98268098733333,0.000151225911368,0.0231078,0
14,13306,LD2,1470,750,5.98272598850598,0.000223713661069,0.028247,0
14,13307,LD2,1470,750,5.98276126072824,0.000330888100266,0.0281883,0
14,13308,LD2,1470,750,5.98265827213861,0.000186096907644,0.0299594,0
14,13309,LD2,1470,750,5.98272538451613,0.000296062479888,0.0280194,0
14,13314,LD2,1470,750,5.98284074955912,0.000256980851491,0.0273605,0
14,13315,LD2,1470,750,5.98304664404762,0.00035236475532,0.00857957,0
14,13316,LD2,1470,750,5.98321870043716,0.000333242126417,0.00291916,0
14,13317,LD2,1470,750,5.98287839380869,0.000256488395274,0.0311946,0
14,13318,LD2,1470,750,5.98292859385762,0.000270016061985,0.0324308,0
14,13319,LD2,1470,750,5.98299208504174,0.000290498585033,0.0278241,0
14,13322,LD2,1470,750,5.98273013540338,0.000383164622067,0.0259413,0
14,13323,LD2,1470,750,5.98274698151515,0.000394354668642,0.0287459,0
14,13324,LD2,1470,750,5.98274305174274,0.000336920323162,0.0244182,0
14,13325,LD2,1470,750,5.98271610267823,0.000319074161211,0.0274813,0
14,13342,LD2,1470,750,5.98288252466942,0.000349813314609,0.0109945,0
14,13344,LD2,1470,750,5.98280251406977,0.00033911706202,0.0167084,0
14,13353,LD2,1470,750,5.98253770274286,0.000238433547195,0.0127035,0
14,13357,LD2,1470,750,5.98268233194064,0.000404792226561,0.0407567,0
14,13358,LD2,1470,750,5.98252669532567,0.000248268984776,0.0374948,0
14,13359,LD2,1470,750,5.98257016972826,0.000306957393203,0.0369504,0
14,13360,LD2,1470,750,5.98258531224771,0.000313989884154,0.0446254,0
14,13361,LD2,1470,750,5.98259162289394,0.000321376554938,0.0442051,0
14,13362,LD2,1470,750,5.98255619280412,0.00025465099843,0.03385,0
14,13363,LD2,1470,750,5.98274681439058,0.000474437250545,0.038716,0
14,13364,LD2,1470,750,5.982880305625,0.000512034019872,0.0384291,0
14,13368,LD2,1470,750,5.98255387723361,0.000410730871685,0.0322539,0
14,13369,LD2,1470,750,5.98255724235294,0.000412165044404,0.0382812,0
14,13370,LD2,1470,750,5.98248963369231,0.000353498305073,0.0320141,0
14,13371,LD2,1470,750,5.98306006464098,0.000514069271203,0.0160376,0
14,13372,LD2,1470,750,5.98268241189607,0.000519647160282,0.0363842,0
14,13373,LD2,1470,750,5.98252071892272,0.000433606568021,0.027633,0
14,13381,LD2,1470,750,5.9826328122807,0.000173165010952,0.0371581,0
14,13382,LD2,1470,750,5.98267794143627,0.000284178794415,0.0370806,0
14,13384,LD2,1470,750,5.98268555615652,0.000334961849098,0.0369961,0
14,13385,LD2,1470,750,5.98261885452504,0.000273846502361,0.0394705,0
14,13387,LD2,1470,750,5.98265489587719,0.000343221209552,0.0373004,0
14,13388,LD2,1470,750,5.98267354638047,0.000368970907238,0.0379763,0
14,13389,LD2,1470,750,5.98265631405594,0.000386276094126,0.0181057,0
14,13390,LD2,1470,750,5.98263243897196,0.000324827502126,0.00775722,0
14,13391,LD2,1470,750,5.98263558980273,0.000368757508741,0.0431108,0
14,13392,LD2,1470,750,5.98250646562044,0.000285386938476,0.00995498,0
14,13393,LD2,1470,750,5.98264233534151,0.000434306089874,0.0352998,0
14,13394,LD2,1470,750,5.9830509291833,0.000506534693062,0.0163465,0
14,13395,LD2,1470,750,5.982548965,0.000329224682213,0.00932977,0
14,13398,LD2,1470,750,5.98247216157371,0.000232121584431,0.0372927,0
14,13399,LD2,1470,750,5.98242557267442,0.00017101124751,0.00663063,0
14,13400,LD2,1470,750,5.98249416437858,0.00032928199233,0.0368513,0
14,13402,LD2,1470,750,5.98249982555555,0.000375079128864,0.0365041,0
14,13403,LD2,1470,750,5.98252929641463,0.000306722647833,0.0294742,0
14,13406,LD2,1470,750,5.98251719765705,0.000388281104106,0.0401949,0
14,13407,LD2,1470,750,5.98252024034031,0.000405914667823,0.0507153,0
8,13453,LD2,1470,750,5.98264354586584,0.000339650071096,0.0129936,0
8,13454,LD2,1470,750,5.98275277657636,0.000430034025079,0.00720362,0
8,13455,LD2,1470,750,5.98269948012987,0.000391253757413,0.00602724,0
8,13468,LD2,0,750,5.98268179626415,0.000295279209386,0.0187287,0
8,13470,LD2,0,750,5.98276690929603,0.000341773973426,0.0177337,0
8,13472,LD2,0,750,5.98270566966292,0.000314368896427,0.0180134,0
8,13473,LD2,0,750,5.9826533596,0.000243883570017,0.0153094,0
8,13474,LD2,0,750,5.98285724235529,0.000422885594035,0.0172702,0
8,13475,LD2,0,750,5.98278411835,0.000372299691441,0.0130611,0
8,13476,LD2,0,750,5.98280429391304,0.000439219989669,0.0144111,0
8,13477,LD2,0,750,5.98277226282744,0.000419080944106,0.01402,0
8,13478,LD2,0,750,5.98258270711253,0.000308302043125,0.016932,0
8,13479,LD2,0,750,5.98267730340909,0.000490970803681,0.023661,0
8,13491,LD2,1470,750,5.9828145125254,0.000596374281951,0.0145637,0
8,13492,LD2,1470,750,5.98251500586053,0.000355003375736,0.0224178,0
8,13493,LD2,1470,750,5.9825039036417,0.000397844905116,0.0229619,0
8,13494,LD2,1470,750,5.98246008941463,0.000391658768159,0.0207908,0
8,13495,LD2,1470,750,5.98245029380342,0.00038735626141,0.0207388,0
8,13496,LD2,1470,750,5.9825413957764,0.000438548544752,0.0222477,0
8,13497,LD2,1470,750,5.98244254433071,0.000356247910419,0.00874004,0
8,13502,LD2,1470,750,5.98273296220708,0.000377316717569,0.0187394,0
8,13503,LD2,1470,750,5.98267532802985,0.000373289999582,0.019539,0
8,13504,LD2,1470,750,5.98276104473233,0.00042249451559,0.0196494,0
8,13505,LD2,1470,750,5.98264299117409,0.000344000720305,0.0203213,0
8,13544,LD2,2100,750,5.98237353690821,0.000294197087074,0.0185654,0
8,13545,LD2,2100,750,5.98236286290909,0.000307773695299,0.0185414,0
8,13546,LD2,2100,750,5.9823051357,0.00023946168013,0.0186643,0
8,13547,LD2,2100,750,5.98241432461883,0.000433093281839,0.0186687,0
8,13548,LD2,2100,750,5.9823580854321,0.000435148697456,0.0203038,0
8,13549,LD2,2100,750,5.9824695073913,0.00051691986434,0.0258088,0
8,13550,LD2,2100,750,5.98252364976048,0.000484565428602,0.0145543,0
8,13551,LD2,2100,750,5.98294837392857,0.000536595824478,0.00135941,0
8,13552,LD2,2100,750,5.98261655247706,0.000407749391244,0.00819816,0
8,13554,LD2,2100,750,5.98308529358268,0.000512651173268,0.00450273,0
8,13556,LD2,2100,750,5.98242520458537,0.00035812038899,0.015489,0
8,13557,LD2,2100,750,5.9826997855665,0.000567877528065,0.00949024,0
8,13558,LD2,1470,750,5.98250427743494,0.000470860826942,0.0154759,0
8,13559,LD2,1470,750,5.98241644167038,0.000423162963088,0.0149266,0
8,13560,LD2,1470,750,5.98234990084375,0.000456508970234,0.0150673,0
8,13561,LD2,1470,750,5.98238308528767,0.000475880104939,0.0156886,0
8,13562,LD2,1470,750,5.98228494135321,0.000452149233263,0.0147391,0
8,13563,LD2,1470,750,5.9821576973052,0.000302034252909,0.0151036,0
8,13564,LD2,1470,750,5.98205392343173,0.00026466827582,0.0152117,0
8,13565,LD2,1470,750,5.98226320963576,0.000457122990266,0.0144923,0
8,13566,LD2,1470,750,5.9822380820892,0.000426544299387,0.0192713,0
8,13567,LD2,1470,750,5.98225720612691,0.000317933937617,0.0164282,0
8,13568,LD2,1470,750,5.98234011114583,0.000446139961142,0.016087,0
8,13569,LD2,1470,750,5.98231160119231,0.000347268179432,0.0160593,0
8,13570,LD2,1470,750,5.98232271559471,0.000282229994329,0.015272,0
8,13571,LD2,1470,750,5.98230952686099,0.000194682334244,0.0156484,0
8,13581,LD2,1050,750,5.98263912942105,0.000504902089632,0.0105143,0
8,13582,LD2,1050,750,5.98277219292169,0.000468909382619,0.0182867,0
8,13583,LD2,1050,750,5.98253963273913,0.000293810327907,0.0184525,0
8,13584,LD2,1050,750,5.98252675296935,0.000277954119157,0.018542,0
8,13585,LD2,1050,750,5.98269145960912,0.000339605887964,0.0196272,0
8,13586,LD2,1050,750,5.9827164383945,0.000267999477093,0.00736861,0
8,13587,LD2,1470,750,5.98267375108257,0.000269010159893,0.0191965,0
8,13588,LD2,1470,750,5.98304493410287,0.000362438266782,0.0189745,0
8,13589,LD2,1470,750,5.98291881391813,0.000334883918225,0.0187461,0
8,13590,LD2,1470,750,5.98313012431579,0.000248183335952,0.00224019,0
8,13591,LD2,1470,750,5.98287061989983,0.000194811663785,0.0210237,0
8,13592,LD2,1470,750,5.98341862344386,0.000123692140963,0.00101527,0
8,13593,LD2,1470,750,5.98296103328446,0.000442527468693,0.00736507,0
8,13596,LD2,1470,750,5.98250205869757,0.000298705469221,0.0158561,0
8,13597,LD2,1470,750,5.98240547222543,0.000270843929753,0.012419,0
8,13608,LD2,1470,750,5.98253113261959,0.000431260734369,0.0153782,0
8,13609,LD2,1470,750,5.9826022141573,0.000426582583078,0.0150801,0
8,13610,LD2,1470,750,5.98257097665025,0.000418390446545,0.0153057,0
8,13612,LD2,1470,750,5.98244432032178,0.000230963715129,0.0188852,0
8,13613,LD2,1470,750,5.9825405749763,0.000345099053842,0.0161684,0
8,13614,LD2,1470,750,5.98267396574627,0.000449696094962,0.00424375,0
8,13615,LD2,1470,750,5.98254091113835,0.000366434740267,0.0202006,0
8,13616,LD2,1470,750,5.98252965393195,0.000311183373814,0.0196534,0
8,13617,LD2,1470,750,5.98250471264,0.000203625444864,0.020033,0
8,13618,LD2,1470,750,5.982571941167,0.000206145131957,0.0200305,0
8,13619,LD2,1470,750,5.98335162894737,0.000259117967155,0.00167564,0
8,13620,LD2,1470,750,5.98286335012442,0.000395357487997,0.0181309,0
9,13660,LD2,1470,750,4.02679528643333,0.000133239611553,0.00254258,0
9,13661,LD2,1470,750,4.02684096868421,8.88633013165119E-05,0.0193945,0
9,13662,LD2,1470,750,4.02680697138333,0.000124323078891,0.0183652,0
9,13664,LD2,1470,750,4.02686486405213,8.36064930700458E-05,0.0150998,0
9,13665,LD2,1470,750,4.02677973289474,0.000154204279164,0.0092472,0
9,13666,LD2,1470,750,4.02676641393258,0.000170753372176,0.0120509,0
9,13677,LD2,1470,750,4.02677702911833,8.3342764310768E-05,0.0309116,0
9,13678,LD2,1470,750,4.0266811675814,0.000112102882615,0.026066,0
9,13679,LD2,1470,750,4.02676577196429,7.69328941852886E-05,0.0305753,0
9,13680,LD2,1470,750,4.02677246646778,6.15787185392816E-05,0.0300274,0
9,13681,LD2,1470,750,4.02678380467909,5.61970729407209E-05,0.0352728,0
9,13682,LD2,1470,750,4.02672487583333,9.52548298098405E-05,0.00211999,0
9,13684,LD2,1470,750,4.02673883898113,6.06148024187811E-05,0.0371281,0
9,13685,LD2,1470,750,4.02672267142056,6.73407152760197E-05,0.036081,0
9,13686,LD2,1470,750,4.02670410730734,9.60190799729318E-05,0.0615844,0
9,13687,LD2,1470,750,4.0267588441,7.82719169187747E-05,0.0617675,0
9,13688,LD2,1470,750,4.02673771308046,5.42671186116022E-05,0.0311507,0
9,13689,LD2,1470,750,4.02674919215385,3.03564477035796E-05,0.00493796,0
9,13694,LD2,1470,750,4.02671144033058,6.58771564770526E-05,0.0615296,0
9,13695,LD2,1470,750,4.02673524016667,4.70302538874987E-05,0.0173658,0
9,13698,LD2,1470,750,4.026634478,9.63758745835784E-05,0.00190175,0
9,13699,LD2,1470,750,4.02663416306757,9.59194428070069E-05,0.0199993,0
9,13700,LD2,1470,750,4.0266116141791,0.000108120822073,0.0149371,0
9,13710,LD2,1470,750,4.02683816513513,6.29439848072329E-05,0.00832891,0
9,13711,LD2,1470,750,4.02685459716667,6.34485041719155E-05,0.00522394,0
9,13712,LD2,1470,750,4.02685559896403,9.06206417482847E-05,0.0758542,0
9,13714,LD2,1470,750,4.02690869065574,7.72570989831996E-05,0.0749529,0
9,13715,LD2,1470,750,4.02694398527316,8.77015948517178E-05,0.0742229,0
9,13716,LD2,1470,750,4.02696397266212,0.00012891929041,0.0735536,0
9,13717,LD2,1470,750,4.02696691236052,0.000149564393775,0.0187537,0
9,13721,LD2,1470,750,4.02692947869141,0.000105011814611,0.0435925,0
9,13723,LD2,1470,750,4.02699535646535,0.000140735762778,0.0850759,0
9,13724,LD2,1470,750,4.02707743988571,0.00020774646141,0.0145017,0
9,13727,LD2,1470,750,4.02701930419806,0.000178517353114,0.0737204,0
9,13728,LD2,1470,750,4.02701074638372,0.000119421650674,0.0738623,0
9,13729,LD2,1470,750,4.02697779997096,0.00020136173033,0.0762218,0
9,13731,LD2,1470,750,4.02700756751264,0.000190461503292,0.0756742,0
9,13732,LD2,1470,750,4.02692376100156,0.000226112836381,0.0809645,0
9,13734,LD2,1470,750,4.02700425521691,0.000131669268948,0.0725146,0
9,13736,LD2,1470,750,4.02700158940063,0.000127279595692,0.0769201,0
9,13737,LD2,1470,750,4.02683695744928,0.000367477561679,0.0237798,0
9,13746,LD2,1470,750,4.02643745574944,0.000718598753781,0.0546688,0
9,13748,LD2,1470,750,4.02670321457879,0.000568860149322,0.0776923,0
9,13749,LD2,1470,750,4.02674539906626,0.000504612028414,0.0525515,0
9,13753,LD2,1470,750,4.0264158746086,0.000740032050981,0.0540108,0
9,13754,LD2,1470,750,4.02565078034654,0.000597219582051,0.00356059,0
9,13755,LD2,1470,750,4.026708502,0.000625302124365,0.0442855,0
9,13756,LD2,1470,750,4.02651166565217,0.000706460918509,0.00147932,0
9,13757,LD2,1470,750,4.02699108875,4.78750857781613E-05,0.00147072,0
9,13758,LD2,1470,750,4.02700153666667,3.44680826821108E-05,0.00146646,0
9,13760,LD2,1470,750,4.026980808,1.72895456439527E-05,0.00144441,0
9,13761,LD2,1470,750,4.02702360266667,2.78235130440369E-05,0.00146737,0
9,13764,LD2,1470,750,4.02675900287449,0.00057132838942,0.0379567,0
9,13765,LD2,1470,750,4.026865345,0.000448375375404,0.0397089,0
9,13766,LD2,1470,750,4.02694396186147,0.000306427554709,0.0400685,0
9,13767,LD2,1470,750,4.02682221737209,0.000533405846195,0.0340459,0
9,13770,LD2,1470,750,4.02683335456612,0.000491992907349,0.0406726,0
9,13771,LD2,1470,750,4.02696531211009,0.00022567225458,0.00980597,0
9,13773,LD2,1470,750,4.0265566135473,0.000730366348924,0.0390088,0
9,13775,LD2,1470,750,4.02605633568238,0.000819384873752,0.0144313,0
9,13776,LD2,1470,750,4.02689743493294,0.000466585224936,0.0565864,0
9,13777,LD2,1470,750,4.02679443535934,0.000553193210757,0.0388474,0
9,13778,LD2,1470,750,4.02680127706653,0.000537731546149,0.0791555,0
9,13779,LD2,1470,750,4.02679502074795,0.000534558417822,0.0785586,0
9,13793,LD2,1470,750,4.02657953263006,0.000702876125698,0.0240071,0
9,13797,LD2,1470,750,4.02694580796512,0.000260784008781,0.045499,0
9,13798,LD2,1470,750,4.02695758256881,0.000282505384027,0.0383296,0
9,13799,LD2,1470,750,4.02662034370297,0.000677046094075,0.035655,0
